,ProjectID,RequirementText,Class
241,108,"['website', 'provide', 'help', 'section', 'answer', 'solution', 'common', 'problem']",US
242,108,"['velkat', 'staff', 'available', 'phone', 'support', '7am 7pm', 'm', 'f', 'provide', 'technical', 'support', 'izogn', 'administrator']",A
243,108,"['product', 'shall', 'able', 'instal', 'specified', 'environment', 'work', 'day']",O
244,108,"['register', 'customer', 'purchase', 'streaming', 'movie']",SE
245,108,"['customer', 'stream', 'movie', 'purchase', 'day', 'view', 'period']",SE
246,108,"['authorized', 'personnel', 'access', 'customer', 'record', 'database']",SE
247,108,"['administrator', 'activate', 'pre', 'pay', 'card']",SE
248,108,"['authorized', 'personnel', 'access', 'sale', 'information']",SE
249,108,"['website', 'shall', 'prevent', 'datum', 'corrupt', 'incorrect', 'data', 'enter']",SE
250,108,"['website', 'shall', 'protect', 'intentional', 'abuse', 'notify', 'administrator', 'occurrence']",SE
251,108,"['datum', 'integrity', 'script', 'run', 'weekly', 'basis', 'verify', 'integrity', 'database']",SE
252,108,"['website', 'shall', 'user', 'aware', 'information', 'practice', 'collection', 'datum', 'privacy', 'policy', 'accessible', 'page', 'website']",SE
253,108,"['system', 'shall', 'notify', 'customer', 'change', 'information', 'policy']",SE
254,108,"['system', 'shall', 'reveal', 'private', 'information', 'compliance', 'organization', 'information', 'policy']",SE
255,108,"['customer', 'information', 'store', 'secure', 'database', 'accessible', 'authorized', 'personnel']",SE
256,108,"['credit', 'card', 'information', 'encrypt', 'database']",SE
257,108,"['streaming', 'server', 'anti', 'virus', 'software', 'prevent', 'infection', 'malicious', 'virus']",SE
258,108,"['website', 'cater', 'tribe', 'nigeria']",LF
259,108,"['website', 'shall', 'not', 'offensive', 'religious', 'ethnic', 'group']",LF
260,108,"['website', 'appeal', 'african', 'not', 'nigerians']",LF
261,108,"['website', 'use', 'flash', 'provide', 'animation', 'home', 'page']",O
262,108,"['izognmovie', 'shall', 'meet', 'licensing', 'requirement', 'set', 'forth', 'appropriate', 'organization', 'order', 'stream', 'african', 'movie']",L
263,108,"['website', 'comply', 'w3c', 'standard']",L
264,108,"['php', 'code', 'comply', 'pear', 'standard']",L
265,109,"['total', 'lead', 'cycle', 'time', 'complete', 'minute', 'lead', 'volume', 'business', 'hour', 'cst', 'p.m.', 'cst', 'minute', 'lead', 'volume', 'business', 'hour']",PE
266,109,"['no', 'lead', 'evaluation', 'complete', 'time', 'period', 'long', 'second', 'lead', 'process']",PE
267,109,"['lead', 'process', 'longer', 'second', 'system', 'record', 'event', 'duration']",PE
268,109,"['process', 'fit', 'processing', 'time', 'condition', 'set', 'forth', 'auto', 'rep', 'assignment', 'process', 'lead', 'assign', 'minute', 'total', 'life', 'cycle']",PE
269,109,"['lead', 'washing', 'process', 'operate', 'establish', 'physical', 'web', 'service', 'structure']",O
270,109,"['washing', 'process', 'use', 'non', 'binding', 'neutral', 'datum', 'format', 'xml', 'receive', 'processing', 'lead', 'datum']",O
271,109,"['defect', 'report', 'available', 'technical', 'unit', 'basis']",A
272,109,"['washing', 'parameter', 'update', 'schedule', 'maintenance', 'hour']",MN
273,110,"['product', 'shall', 'simulate', 'look', 'ship', 'sea']",LF
274,110,"['product', 'shall', 'display', 'grid', 'circle', 'view', 'periscope']",LF
275,110,"['product', 'shall', 'display', 'type', 'ship', 'grid', 'image', 'specific', 'type', 'ship']",LF
276,110,"['offensive', 'player', 'take', 'shot', 'product', 'shall', 'simulate', 'sound', 'ship', 'sea']",LF
277,110,"['shot', 'mark', 'miss', 'product', 'shall', 'simulate', 'sound', 'shot', 'miss', 'target']",LF
278,110,"['shot', 'mark', 'hit', 'product', 'shall', 'simulate', 'sound', 'shot', 'hit', 'target']",LF
279,110,"['ship', 'sink', 'product', 'shall', 'simulate', 'sound', 'sink', 'ship']",LF
280,110,"['product', 'shall', 'available', 'hour', 'day', 'day', 'week']",A
281,110,"['product', 'shall', 'able', 'handle', 'large', 'number', 'game', 'simultaneously']",PE
282,110,"['response', 'time', 'shall', 'fast', 'maintain', 'flow', 'game', 'response', 'time', 'shall', 'no', 'second', 'response', 'no', 'remain', 'response']",PE
283,110,"['product', 'shall', 'protect', 'identity', 'player', 'product', 'shall', 'provide', 'player', 'no', 'access', 'information', 'reveal', 'identity', 'player']",PE
284,110,"['product', 'shall', 'intuitive', 'self', 'explanatory', 'user', 'shall', 'able', 'successfully', 'complete', 'game', 'no', 'training']",US
285,110,"['product', 'shall', 'available', 'player', 'understand', 'english', 'spanish', 'french', 'product', 'shall', 'allow', 'user', 'select', 'language', 'access', 'product']",US
286,110,"['product', 'shall', 'provide', 'player', 'no', 'access', 'information', 'reveal', 'identity', 'player']",SE
287,110,"['response', 'time', 'shall', 'fast', 'maintain', 'flow', 'game', 'response', 'time', 'shall', 'no', 'second', 'response', 'no', 'remain', 'response']",PE
288,111,"['system', 'shall', 'easy', 'use', 'caller', 'supervisor', 'caller', 'supervisor', 'able', 'accomplish', 'system', 'task', 'minute']",US
289,111,"['system', 'shall', 'easy', 'learn', 'caller', 'supervisor', 'caller', 'supervisor', 'shall', 'learn', 'use', 'system', 'minute']",US
290,111,"['system', 'shall', 'responsive', 'depaul', 'teleservices', 'center', 'supervisor', 'use', 'system', 'view', 'caller', 'schedule', 'system', 'response', 'time', 'no', 'second', 'time', 'no', 'second', 'rest', 'time']",PE
291,111,"['connection', 'system', 'response', 'time', 'operation', 'no', 'second', 'time']",PE
292,111,"['connection', 'fast', 'system', 'response', 'time', 'operation', 'no', 'second', 'time']",PE
293,111,"['system', 'shall', 'high', 'availability', 'day', 'year', 'system', 'available', 'use', 'day', 'year']",A
294,111,"['system', 'available', 'use', 'day', 'year']",A
295,111,"['product', 'shall', 'internet', 'browser', 'independent', 'product', 'run', 'internet', 'explorer', 'netscape', 'navigator']",MN
296,111,"['product', 'shall', 'ensure', 'supervisor', 'advertise', 'time', 'slot', 'product', 'ensure', 'supervisor', 'allow', 'access', 'advertise', 'time', 'slot']",SE
297,111,"['product', 'shall', 'ensure', 'supervisor', 'enter', 'caller', 'schedule', 'product', 'ensure', 'supervisor', 'allow', 'access', 'advertise', 'time', 'slot']",SE
298,111,"['product', 'shall', 'ensure', 'supervisor', 'view', 'schedule', 'caller', 'product', 'ensure', 'supervisor', 'allow', 'access', 'advertise', 'time', 'slot']",SE
299,111,"['interface', 'shall', 'simple', 'look', 'interface', 'usability', 'survey', 'beta', 'tester', 'report', 'interface', 'adequately', 'simple']",LF
300,111,"['interface', 'shall', 'appeal', 'caller', 'supervisor', 'interface', 'usability', 'survey', 'beta', 'tester', 'report', 'interface', 'appeal']",LF
301,112,"['product', 'shall', 'provide', 'gui', 'base', 'monitoring', 'service', 'system', 'administrator', 'shall', 'monitor', 'message', 'exchange', 'predict', 'determine', 'problem', 'provide', 'internal', 'external', 'support']",LF
302,112,"['product', 'shall', 'comply', 'city', 'chicago', 'application', 'development', 'guide', 'framework', 'application', 'development', 'framework', 'provide', 'structure', 'graphical', 'user', 'interface']",LF
303,112,"['product', 'shall', 'provide', 'monitoring', 'service', 'product', 'shall', 'easy', 'system', 'administrator', 'dbas', 'use', 'week', 'usage']",US
304,112,"['product', 'shall', 'provide', 'error', 'tracking', 'service', 'product', 'shall', 'help', 'system', 'administrator', 'dbas', 'resolve', 'transaction', 'error', 'time']",US
305,112,"['product', 'shall', 'provide', 'portal', 'product', 'shall', 'help', 'system', 'administrator', 'analyze', 'transaction', 'ad', 'hoc', 'reporting', 'kpis', 'key', 'performance', 'indicator']",US
306,112,"['product', 'shall', 'provide', 'asynchronous', 'messaging', 'product', 'shall', 'provide', 'asynchronous', 'messaging', 'enable', 'parallel', 'processing', 'reduce', 'overhead', 'communication']",PE
307,112,"['product', 'shall', 'provide', 'multi', 'threading', 'load', 'balancing', 'product', 'shall', 'provide', 'multi', 'threading', 'technology', 'load', 'balance', 'overcome', 'data', 'load', 'spike', 'traffic']",PE
308,112,"['product', 'shall', 'process', 'message', 'second', 'product', 'shall', 'maximum', 'message', 'processing', 'time', 'second']",PE
309,112,"['product', 'shall', 'poll', 'system', 'message', 'second', 'product', 'shall', 'poll', 'system', 'new', 'message', 'maximum', 'second']",PE
310,112,"['product', 'shall', 'provide', 'dynamic', 'change', 'support', 'transparent', 'resource', 'addition', 'product', 'shall', 'support', 'transparent', 'resource', 'addition', 'dynamic', 'change', 'support', 'provide', 'scalability', 'avoid', 'service', 'interruption', 'day']",PE
311,112,"['product', 'shall', 'available', 'time', 'rationale', 'avoid', 'service', 'interruption', 'busy', 'customer', 'service', 'response', 'period', 'product', 'shall', 'available', 'time', 'regular', 'business', 'day']",A
312,112,"['product', 'shall', 'robust', 'product', 'shall', 'fault', 'avoidance', 'base', 'standard', 'adoption']",FT
313,112,"['product', 'shall', 'robust', 'fault', 'tolerance', 'product', 'shall', 'fault', 'tolerance', 'recovery', 'technique', 'compensatory', 'transaction', 'route', 'failure']",FT
314,112,"['product', 'shall', 'able', 'process', 'transaction', 'product', 'shall', 'process', 'minimum', 'transaction', 'year']",SC
315,112,"['product', 'shall', 'platform', 'independent', 'product', 'shall', 'enable', 'access', 'type', 'development', 'environment', 'platform']",O
316,112,"['product', 'shall', 'interface', 'csr', 'datastream', 'product', 'shall', 'exchange', 'message', 'csr', 'eam', 'real', 'time', 'basis', 'direct', 'interface', 'system']",O
317,112,"['product', 'shall', 'continue', 'operate', 'upgrade', 'change', 'new', 'resource', 'addition', 'product', 'shall', 'able', 'continue', 'operate', 'no', 'interruption', 'service', 'new', 'resource', 'addition']",MN
318,112,"['product', 'shall', 'update', 'regular', 'basis', 'product', 'new', 'major', 'feature', 'introduce', 'month', 'quarterly', 'maintenance', 'release', 'month']",MN
319,112,"['product', 'shall', 'operate', 'platform', 'product', 'shall', 'accommodate', 'new', 'technology', 'change', 'architecture']",MN
320,112,"['product', 'shall', 'security', 'product', 'shall', 'provide', 'authentication', 'authorization']",SE
321,112,"['product', 'shall', 'information', 'security', 'product', 'shall', 'enable', 'privacy', 'encryption', 'ws', 'security', 'integrity', 'checking']",SE
322,112,"['product', 'shall', 'audit', 'capability', 'product', 'shall', 'store', 'message', 'minimum', 'year', 'audit', 'transaction', 'tracking', 'purpose']",SE
323,113,"['system', 'shall', 'use', 'ibm', 'ccr', 'branding', 'standard', 'interface', 'ibm', 'logo', 'ccr', 'logo']",LF
324,113,"['system', 'shall', 'displayable', 'work', 'computer', 'ccr', 'user', 'system', 'interface', 'shall', 'format', 'display', 'pixel', 'resolution']",LF
325,113,"['system', 'interface', 'use', 'ccr', 'nomenclature', 'system', 'use', 'nomenclature', 'exist', 'wcs', 'system', 'report']",LF
326,113,"['interface', 'summarize', 'datum', 'fashion', 'appeal', 'ccr', 'management', 'report', 'type', 'high', 'level', 'summary', 'show', 'result', 'dashboard', 'interface']",LF
327,113,"['system', 'use', 'point', 'click', 'interface', 'selection', 'navigation', 'functionality', 'able', 'activate', 'select', 'mouse', 'keyboard']",US
328,113,"['interface', 'shall', 'easy', 'use', 'user', 'able', 'successfully', 'use', 'system', 'generate', 'report', 'use', 'interface', 'adhere', 'ibm', 'usability', 'standard']",US
329,113,"['report', 'easy', 'generate', 'report', 'generate', 'button', 'click', 'export', 'button', 'click', 'select', 'report']",US
330,113,"['user', 'shall', 'able', 'use', 'system', 'instruction', 'short', 'time', 'use', 'user', 'understand', 'remember', 'system', 'usage', 'navigation']",US
331,113,"['ccr', 'user', 'shall', 'receive', 'training', 'wcs', 'system', 'deploy', 'training', 'session', 'hold', 'ccr', 'user', 'system', 'deployment', 'base', 'ccr', 'user', 'available']",US
332,113,"['wcs', 'system', 'shall', 'use', 'appropriate', 'nomenclature', 'terminology', 'define', 'corporate', 'community', 'grant', 'organization', 'interface', 'report', 'undergo', 'usability', 'test', 'ccr', 'user']",US
333,113,"['wcs', 'system', 'shall', 'available', 'time', 'long', 'ibm', 'internal', 'intranet', 'w3', 'accessible', 'wcs', 'system', 'available', 'time', 'ibm', 'internal', 'intranet', 'w3', 'available']",A
334,113,"['wcs', 'system', 'shall', 'ability', 'connect', 'designate', 'wcs', 'database', 'currently', 'not', 'include', 'system']",SC
335,113,"['wcs', 'system', 'shall', 'ability', 'include', 'datum', 'region', 'outside', 'united', 'states', 'access', 'user', 'outside', 'united', 'states', 'approve', 'ccr', 'management']",SC
336,113,"['wcs', 'system', 'shall', 'run', 'windows', 'environment', 'wcs', 'shall', 'access', 'user', 'internet', 'ibm', 'computer', 'run', 'window', 'operating', 'system']",O
337,113,"['brio', 'portion', 'wcs', 'system', 'able', 'export', 'file', 'spreadsheet', 'form', 'microsoft', 'excel', 'lotus', 'format', 'brio', 'provide', 'button', 'user', 'interface', 'produce', 'export', 'report', '.xls', 'file', 'format']",O
338,113,"['wcs', 'system', 'run', 'query', 'wcs', 'database', 'specify', 'day', 'update', 'available', 'datum', 'available', 'ccr', 'user', 'query', 'external', 'database', 'datum', 'refresh', 'week']",MN
339,113,"['change', 'update', 'addition', 'wcs', 'system', 'shall', 'update', 'wcs', 'developer', 'wcs', 'user', 'guide', 'change', 'reflect', 'wcs', 'system', 'documentation']",MN
340,113,"['system', 'shall', 'access', 'authorized', 'corporate', 'community', 'grant', 'ccr', 'employee', 'user', 'authenticate', 'ibm', 'intranet', 'user', 'password']",SE
341,113,"['wcs', 'system', 'shall', 'not', 'allow', 'automatic', 'login', 'user', 'cookie', 'contain', 'wcs', 'login', 'information', 'user', 'not', 'store', 'user', 'computer']",SE
342,114,"['team', 'owner', 'need', 'use', 'username', 'password', 'order', 'authenticate', 'reach', 'team', 'owner', 'page']",SE
343,114,"['commissioner', 'authorize', 'user', 'league', 'adjust', 'league', 'setting']",SE
344,114,"['page', 'shall', 'contain', 'navigation', 'menu', 'show', 'index', 'current', 'page', 'contain']",LF
345,114,"['page', 'shall', 'contain', 'similar', 'format', 'action', 'item', 'location', 'navigation', 'button', 'different', 'location']",LF
346,114,"['message', 'board', 'shall', 'contain', 'recently', 'post', 'message', 'league', 'page', 'message', 'contain', 'character', 'message']",LF
347,114,"['new', 'user', 'shall', 'able', 'navigate', 'league', 'team', 'page', 'second', 'reach', 'start', 'page']",US
348,114,"['user', 'shall', 'able', 'reach', 'add', 'drop', 'trade', 'player', ""'"", 'page', 'click', 'team', 'owner', 'page']",US
349,114,"['user', 'shall', 'able', 'view', 'nfl', 'player', 'statistic', 'point', 'page']",US
350,114,"['application', 'shall', 'ask', 'user', 'confirm', 'drop', 'player', 'trade', 'player', 'perform', 'action']",US
351,114,"['application', 'shall', 'able', 'complete', 'user', 'transaction', 'fourth', 'second', 'receive', 'request', 'network']",PE
352,114,"['application', 'shall', 'downtime', 'minute', 'year']",A
353,114,"['application', 'shall', 'run', 'web', 'application', 'server']",O
354,114,"['primary', 'database', 'store', 'cached', 'datum', 'active', 'user']",O
355,114,"['secondary', 'database', 'store', 'historical', 'statistic', 'datum']",O
356,114,"['application', 'update', 'shall', 'occur', 'cst', 'wednesday', 'morning', 'middle', 'nfl', 'season']",MN
357,114,"['new', 'system', 'version', 'release', 'shall', 'release', 'beginning', 'nfl', 'season']",MN
358,115,"['rfs', 'system', 'available', 'especially', 'budgeting', 'period', 'rfs', 'system', 'shall', 'available', 'time', 'year', 'budgeting', 'period', 'time', 'system', 'available', 'hour', 'time', 'situation', 'report']",A
359,115,"['user', 'workstation', 'shall', 'meet', 'minimum', 'hardware', 'requirement', 'prior', 'implementation', 'minimum', 'hard', 'disk', 'space', 'mb']",O
360,115,"['user', 'workstation', 'shall', 'meet', 'minimum', 'software', 'requirement', 'prior', 'implementation', 'microsoft', 'internet', 'explorer', 'microsoft', '.net', 'framework', 'microsoft', 'internet', 'explorer', 'web', 'control']",O
361,115,"['rfs', 'system', 'able', 'easily', 'interface', 'bdw', 'environment', 'order', 'load', 'datum', 'data', 'file', 'shall', 'receive', 'bdw', 'load', 'rfs', 'system', 'hour', 'day', 'prior', 'start', 'budgeting', 'process', 'year', 'data', 'october', 'month', 'end', 'test', 'file', 'shall', 'load', 'time', 'year', 'bdw']",O
362,115,"['change', 'revenue', 'expense', 'formula', 'apply', 'rfs', 'system', 'year', 'prior', 'budgeting', 'process', 'start', 'revenue', 'expense', 'formula', 'update', 'week', 'receipt', 'week', 'allot', 'testing', 'budget', 'calculation', 'conduct', 'jointly', 'project', 'development', 'team', 'pcg', 'finance']",MN
363,115,"['new', 'branch', 'complex', 'district', 'region', 'revenue', 'expense', 'account', 'add', 'bdw', 'reflect', 'rfs', 'system', 'entity', 'mention', 'available', 'october', 'month', 'end', 'load', 'rfs', 'system', 'prior', 'budget', 'start', 'process']",MN
364,115,"['authorize', 'user', 'shall', 'access', 'rfs', 'system', 'user', 'exist', 'uas', 'system', 'rfs', 'system', 'assign', 'role(s', 'shall', 'access', 'rfs', 'system', 'use']",SE
365,115,"['user', 'access', 'limit', 'permission', 'grant', 'role(s', 'level', 'pcg', 'hierarchy', 'assign', 'role', 'user', 'assign', 'role', 'access', 'functionality', 'rfs', 'system', 'dependent', 'privilege', 'permission', 'assign', 'role']",SE
366,115,"['product', 'comply', 'intranet', 'page', 'standard', 'requirement', 'enet', 'security', 'product', 'look', '&', 'feel', 'approve', 'architecture', 'group', 'prior', 'implementation', 'remain', 'correct', 'approve', 'month', 'product', 'release']",LF
367,115,"['intranet', 'page', 'display', 'appropriately', 'resolution', 'high', 'display', 'page', 'correct', 'resolution', 'prior', 'implementation', 'remain', 'correct', 'week', 'notification', 'incorrect', 'display']",LF
368,115,"['user', 'able', 'easily', 'use', 'system', 'successfully', 'complete', 'budget', 'stipulate', 'time', 'completion', 'week', 'training', 'prior', 'product', 'implementation', 'user', 'shall', 'complete', 'budget', 'stipulate', 'time']",US
369,115,"['product', 'interface', 'fast', 'response', 'time', 'product', 'interface', 'not', 'exceed', 'second', 'time', 'time', 'response', 'time', 'not', 'second', 'not', 'second']",PE
370,116,"['system', 'shall', 'operate', 'unix', 'window', 'operate', 'system']",PO
371,116,"['system', 'shall', 'evoke', 'type', 'pine', 'command', 'prompt']",O
372,116,"['system', 'shall', 'use', 'smtp', 'mail', 'protocol']",O
373,116,"['system', 'shall', 'use', 'text', 'base', 'interface', 'display', 'listing', 'available', 'mail']",LF
374,116,"['system', 'shall', 'help', 'system', 'offer', 'tip', 'explanation', 'screen', 'item', 'screen', 'demand']",US
375,118,"['meeting', 'scheduler', 'shall', 'access', 'web']",O
376,119,"['system', 'easy', 'use', 'manager', 'chef', 'not', 'need', 'read', 'extensive', 'manual']",US
377,119,"['system', 'quickly', 'accessible', 'manager', 'chef']",US
378,119,"['system', 'intuitive', 'simple', 'way', 'display', 'relevant', 'datum', 'relationship']",US
379,119,"['menu', 'system', 'easily', 'navigable', 'user', 'button', 'easy', 'understand']",US
380,119,"['function', 'system', 'available', 'user', 'time', 'system', 'turn']",A
381,119,"['calculation', 'perform', 'system', 'comply', 'accord', 'norm', 'set', 'user', 'not', 'vary', 'explicitly', 'change', 'user']",L
382,119,"['client', 'agree', 'eula', 'software']",L
383,120,"['web', 'page', 'generate', 'system', 'shall', 'fully', 'downloadable', 'no', 'second', 'modem', 'connection']",PE
384,120,"['response', 'query', 'shall', 'no', 'long', 'second', 'load', 'screen', 'user', 'submit', 'query']",PE
385,120,"['system', 'shall', 'display', 'confirmation', 'message', 'user', 'second', 'user', 'submit', 'information', 'system']",PE
386,120,"['network', 'transaction', 'involve', 'financial', 'information', 'personally', 'identifiable', 'information', 'shall', 'encrypt']",SE
387,120,"['patron', 'shall', 'log', 'accord', 'restricted', 'computer', 'system', 'access', 'policy']",SE
388,120,"['user', 'authorize', 'home', 'access', 'corporate', 'intranet', 'use', 'cos', 'non', 'company', 'location']",SE
389,121,"['programmer', 'application', 'developer', 'access', 'source', 'code', 'address', 'bug', 'system', 'enhancement', 'deem', 'necessary', 'network', 'administrator', 'dba', 'support', 'require', 'maintain', 'system', 'uptime']",A
390,121,"['system', 'security', 'access', 'level', 'provide', 'online', 'system', 'vary', 'level', 'system', 'access', 'functional', 'authority', 'student', 'access', 'limited', 'registration', 'record', 'authorize', 'system', 'administrator(s', 'access', 'student', 'registration', 'record']",SE
391,122,"['datum', 'entry', 'form', 'application', 'match', 'microsoft', 'excel', 'hardcopy', 'counterpart', 'closely', 'possible', 'hardcopie', 'form', 'provide', 'design', 'team', 'second', 'requirement', 'interview']",O
392,123,"['user', 'not', 'need', 'read', 'user', 'manual', 'able', 'use', 'application']",US
393,123,"['change', 'manage', 'would', 'website', 'adopt', 'alter', 'ios', 'application']",MN
394,124,"['application', 'connect', 'internet']",A
395,124,"['application', 'connect', 'gps', 'device']",A
396,124,"['application', 'easy', 'extend', 'code', 'write', 'way', 'favor', 'implementation', 'new', 'function']",MN
397,124,"['test', 'environment', 'build', 'application', 'allow', 'testing', 'application', 'different', 'function']",MN
398,124,"['application', 'portable', 'ios', 'android']",PO
399,125,"['system', 'shall', 'tab', 'display', 'equivalent', 'functionality', 'campus', 'map', 'tab', 'info', 'recently', 'announce', 'building']",LF
400,125,"['system', 'shall', 'allow', 'user', 'scroll', 'campus', 'map', 'campus', 'map', 'tab']",US
401,125,"['campus', 'map', 'shall', 'provide', 'visual', 'clue', 'area', 'prepare', 'audio', 'select']",LF
402,125,"['campus', 'map', 'shall', 'pause', 'resume', 'button', 'pause', 'resume', 'button', 'allow', 'user', 'scroll', 'select', 'building', 'interrupt', 'automatic', 'search', 'announce', 'feature']",LF
403,125,"['system', 'shall', 'provide', 'way', 'return', 'startup', 'screen']",US
404,127,"['system', 'use', 'company', 'color', 'logo']",LF
405,127,"['system', 'shall', 'capable', 'restore', 'previous', 'state', 'event', 'failure', 'e.g.', 'system', 'crash', 'power', 'loss']",FT
406,127,"['system', 'shall', 'able', 'display', 'menu', 'time', 'facilitate', 'manual', 'order', 'take', 'need', 'arise']",LF
407,127,"['system', 'shall', 'utilize', 'periodic', 'alive', 'message', 'tablet', 'server', 'monitor', 'tablet', 'operational', 'status']",O
408,127,"['system', 'shall', 'flag', 'tablet', 'fail', 'send', 'timely', 'alive', 'message', 'non', 'operational', 'disassociate', 'assign', 'waiter', 'tablet']",FT
409,127,"['waiter', 'password', 'tablet', 'login', 'bit', 'strength', 'bit']",SE
410,127,"['waiter', 'password', 'tablet', 'login', 'change', 'month']",SE
411,127,"['waiter', 'shall', 'able', 'log', 'tablet', 'give', 'instance', 'time']",SE
412,127,"['waiter', 'attempt', 'log', 'second', 'tablet', 'log', 'tablet', 'shall', 'reject', 'notify', 'tablet']",SE
413,127,"['display', 'shall', 'not', 'require', 'user', 'log']",SE
414,127,"['surface', 'computer', 'shall', 'not', 'require', 'user', 'log']",SE
415,127,"['tablet', 'shall', 'require', 'user', 'log', 'username', 'password']",SE
416,128,"['system', 'fully', 'function', 'major', 'browser']",PO
417,128,"['system', 'support', 'mobile', 'user', 'way']",PO
418,129,"['response', 'view', 'information', 'shall', 'no', 'long', 'second', 'appear', 'screen']",PE
419,129,"['system', 'shall', 'accommodate', 'large', 'data', 'item', 'fault']",FT
420,129,"['system', 'use', 'secured', 'database']",SE
421,129,"['unauthorized', 'user', 'read', 'datum', 'modify']",SE
422,129,"['ab', 'shall', 'handle', 'expect', 'unexpected', 'error', 'way', 'prevent', 'loss', 'information', 'long', 'downtime', 'period']",FT
423,130,"['information', 'transmission', 'securely', 'transmit', 'server', 'change', 'information']",SE
424,130,"['intuitive', 'time', 'user']",LF
425,131,"['flea', 'market', 'system', 'interface', 'web', 'server', 'rdbms', 'software', 'api', 'provide', 'implementation', 'language']",O
426,131,"['transaction', 'flea', 'market', 'require', 'valid', 'user', 'would', 'password']",SE
427,131,"['secure', 'datum', 'transfer', 'internet', 'provide', 'ssl', 'encryption', 'configure', 'host', 'system', 'administrator']",SE
428,131,"['ip', 'address', 'transaction', 'log']",SE
429,131,"['user', 'password', 'store', 'database', 'encrypted', 'format']",SE
430,131,"['detailed', 'documentation', 'code', 'srs', 'enable', 'easy', 'maintenance', 'flea', 'market']",MN
431,132,"['update', 'part', 'change', 'connect', 'server']",O
432,132,"['able', 'change', 'update', 'information', 'server']",O
433,132,"['application', 'log', 'user', 'exit']",SE
434,132,"['correct', 'combination', 'username', 'password', 'require', 'user', 'login']",SE
435,132,"['drill', 'view', 'datum', 'medical', 'record', 'log']",LF
436,132,"['logout', 'automatic', 'hour', 'inactivity']",SE
437,132,"['datum', 'backup', 'create', 'daily']",SE
438,132,"['account', 'securely', 'store', 'datum']",SE
439,133,"['system', 'location', 'doughnut', 'send']",O
440,133,"['website', 'available', 'user', 'want', 'use']",A
441,134,"['system', 'use', 'ssl', 'secure', 'socket', 'layer', 'transaction', 'include', 'confidential', 'customer', 'information']",SE
442,134,"['system', 'automatically', 'log', 'customer', 'period', 'inactivity']",SE
443,134,"['system', 'not', 'leave', 'cookie', 'customer', 'computer', 'contain', 'user', 'password']",SE
444,134,"['system', 'end', 'server', 'shall', 'accessible', 'authenticate', 'administrator']",SE
445,134,"['sensitive', 'datum', 'encrypt', 'send', 'insecure', 'connection', 'like', 'internet']",SE
446,134,"['system', 'provide', 'storage', 'database', 'redundant', 'computer', 'automatic', 'switchover']",O
447,134,"['reliability', 'overall', 'program', 'depend', 'reliability', 'separate', 'component', 'main', 'pillar', 'reliability', 'system', 'backup', 'database', 'continuously', 'maintain', 'update', 'reflect', 'recent', 'change']",FT
448,134,"['end', 'user', 'use', 'system', 'os', 'window', 'linux']",PO
449,135,"['logo', 'current', 'basic', 'design', 'registration', 'system', 'display', 'system', 'attractive', 'accord', 'client', 'design', 'color', 'user', 'feel', 'comfortable', 'system', 'instead', 'flash', 'useless', 'color', 'screen', 'design', 'reflect', 'seriousness', 'environment']",LF
450,135,"['system', 'able', 'manage', 'information', 'incoming', 'database', 'catalogue']",O
451,135,"['product', 'web', 'base', 'environment', 'allow', 'web', 'access']",PO
452,135,"['system', 'successfully', 'operate', 'registration', 'system', 'integrate', 'service', 'portal']",O
453,135,"['system', 'need', 'entirely', 'self', 'support', 'user', 'register', 'course']",US
454,135,"['web', 'interface', 'compatible', 'standard', 'order', 'usable', 'major', 'web', 'browser', 'wide', 'variety', 'environment']",PO
455,135,"['stakeholder', 'guest', 'access', 'system', 'catalogue', 'client', 'secure', 'private', 'access', 'datum', 'service', 'man', 'access', 'system', 'access', 'guest', 'tour', 'access', 'require', 'identification', 'would', 'password']",SE
456,135,"['system', 'develop', 'security', 'system', 'reduce', 'minimum', 'possibility', 'corruption', 'system', 'and/or', 'human']",SE
457,136,"['operational', 'interface', 'shall', 'mean', 'time', 'failure', 'no', 'day']",FT
458,136,"['system', 'shall', 'available', 'time']",A
459,136,"['software', 'system', 'need', 'robust', 'security', 'mechanism', 'place', 'unauthorized', 'user', 'not', 'allow', 'access', 'part', 'system']",SE
460,136,"['user', 'shall', 'trust', 'not', 'trust']",SE
461,136,"['source', 'code', 'development', 'relate', 'document', 'shall', 'control', 'version', 'control', 'system']",MN
462,136,"['source', 'code', 'shall', 'adhere', 'agree', 'define', 'set', 'code', 'standard', 'development', 'language']",MN
463,136,"['software', 'run', 'popular', 'hardware', 'platform', 'goal', 'achieve', 'reasonable', 'level', 'platform', 'independence']",PO
464,137,"['high', 'level', 'performance', 'require', 'high', 'speed', 'network', 'high', 'level', 'connectivity']",PE
465,137,"['available', 'server', 'reliable', 'network', 'connectivity', 'supermarket', 'proper', 'smooth', 'flow', 'operation', 'datum']",O
466,137,"['user', 'software', 'provide', 'unique', 'login', 'would', 'password', 'store', 'database', 'hash', 'sha2', 'algorithm']",SE
467,137,"['software', 'available', 'use', 'supermarket', 'opening', 'time', 'closing', 'time']",A
468,138,"['system', 'shall', 'accommodate', 'high', 'number', 'item', 'user', 'fault']",FT
469,138,"['system', 'use', 'shall', 'not', 'harm', 'human', 'user']",SE
470,138,"['system', 'use', 'secured', 'database']",SE
